,Source,Target,Weight
66473,hugged,baby,2
66474,beach,speed,1
66475,speed,have,1
66476,cut,demonstrated,1
66477,is,marinade,20
66478,eggs,boil,1
66479,squeezes,juices,1
66480,jumping,keeps,1
66481,get,have,1
66482,prepared,putting,1
66483,walking,wit,1
66484,pours,recipe,1
66485,raw,measuring,3
66486,dirt,kicks,1
66487,baby,leaf,1
66488,¿,didnt,1
66489,tree,leaf,1
66490,using,falls,1
66491,opening,contains,3
66492,outrun,stampeding,1
66493,played,hits,1
66494,MAKING,MAKING,2
66495,placing,pan,12
66496,mans,waking,1
66497,cucumber,elongated,1
66498,rice,spread,7
66499,»,doing,1
66500,child,vacuuming,5
66501,cooking,moving,1
66502,slices,drinks,1
66503,slumps,horse,2
66504,THE,CUTTING,39
66505,used,shrimp,1
66506,scavenging,were,1
66507,doing,adventures,1
66508,boat,fishing,4
66509,leaps,catch,2
66510,cry,i,1
66511,chewed,kitten,1
66512,kick,runs,4
66513,fire,jumping,3
66514,animated,speaking,1
66515,making,throwing,1
66516,fish,fights,1
66517,girl,teach,1
66518,come,is,17
66519,washing,tap,1
66520,cover,pushes,1
66521,placing,sliced,8
66522,tips,knife,2
66523,fish,fried,9
66524,punching,tree,1
66525,slapping,hitting,1
66526,blowing,drops,1
66527,toys,biting,1
66528,slices,chopping,11
66529,fish,descaling,3
66530,shows,cake,1
66531,kicked,ball,30
66532,scratching,sitting,3
66533,hard,paints,1
66534,top,carrying,1
66535,kept,reaches,1
66536,pink,slices,1
66537,cell,displaying,2
66538,looking,slips,1
66539,lights,background,1
66540,watch,boxing,1
66541,fruit,removes,1
66542,wallaby,climbs,1
66543,kicke,broke,1
66544,whistles,holding,1
66545,is,stomping,1
66546,making,stove,1
66547,funny,demonstrating,1
66548,round,tree,1
66549,cooks,becomes,1
66550,smile,appears,2
66551,jumping,bait,1
66552,portrayed,stretched,1
66553,r,dont,1
66554,is,mourning,1
66555,drinking,fights,1
66556,riden,is,1
66557,clean,sweeping,1
66558,catching,falls,1
66559,noodles,draining,1
66560,talks,plays,1
66561,lying,flips,1
66562,killed,skin,1
66563,climbs,sleeping,1
66564,sneaks,gives,1
66565,watches,animal,2
66566,master,dog,12
66567,riding,sail,1
66568,pole,ends,1
66569,eating,watches,1
66570,girl,named,3
66571,licks,lips,3
66572,fallen,steps,1
66573,animal,get,2
66574,sticks,spices,3
66575,tries,read,1
66576,s,exercise,1
66577,pan,put,22
66578,hair,talking,3
66579,sliding,catching,1
66580,Driving,is,1
66581,fly,get,2
66582,tracing,is,2
66583,steal,video,1
66584,disturbing,act,1
66585,fruit,being,2
66586,fish,cuting,1
66587,is,bioling,1
66588,video,drinking,2
66589,stuff,»,1
66590,ride,asks,1
66591,fish,biting,1
66592,rice,giving,1
66593,rain,girl,20
66594,get,needed,1
66595,opening,tube,1
66596,change,weird,1
66597,are,fry,1
66598,river,enjoying,1
66599,dry,pulling,1
66600,was,Playing,1
66601,adds,mixes,7
66602,riding,curved,2
66603,want,dont,1
66604,nails,see,1
66605,wedding,are,1
66606,swimming,toys,2
66607,suitcases,is,2
66608,marinade,pouring,5
66609,holding,painting,4
66610,cook,dry,1
66611,lifting,sitting,1
66612,being,flaming,1
66613,being,shot,17
66614,stirring,folded,1
66615,be,thumbs,1
66616,turns,looks,1
66617,roll,spreading,2
66618,were,bathing,1
66619,doing,card,21
66620,raining,glassed,1
66621,is,fast,53
66622,balls,was,1
66623,is,flattening,8
66624,fry,eggs,1
66625,are,perfoming,1
66626,teaching,swing,1
66627,rising,hands,1
66628,trying,scrunching,1
66629,leaping,chasing,2
66630,being,fish,18
66631,lightning,is,1
66632,doing,drinking,1
66633,jumping,dive,1
66634,top,jumped,2
66635,meat,preparing,10
66636,riding,looking,1
66637,go,checking,1
66638,pepperoni,containing,1
66639,bowl,iced,1
66640,head,putting,10
66641,shrimp,peeled,14
66642,boy,guys,1
66643,skewered,put,1
66644,kissing,make,1
66645,tricks,perform,2
66646,citchen,preparing,1
66647,means,rocking,1
66648,box,watches,1
66649,outstretched,lying,1
66650,flour,baking,2
66651,comes,ground,2
66652,seen,walking,1
66653,fish,find,1
66654,mashed,pours,1
66655,Eating,animal,1
66656,are,sled,6
66657,is,puncturing,1
66658,eating,stomach,1
66659,is,guarding,1
66660,egg,chop,4
66661,close,tries,1
66662,meat,soup,1
66663,calm,were,1
66664,bacon,seasons,5
66665,rotates,act,2
66666,weird,diana,1
66667,banana,act,1
66668,revolutionized,talented,1
66669,atop,holding,1
66670,helping,work,2
66671,moving,wallaby,1
66672,violin,like,3
66673,please,turned,1
66674,falls,wearing,3
66675,slices,unwraps,1
66676,shows,cook,4
66677,IS,OF,25
66678,stomach,lands,2
66679,sliding,backwards,4
66680,balancing,walk,1
66681,top,shows,1
66682,shape,cut,2
66683,pins,bowling,7
66684,licking,kept,1
66685,ground,follow,1
66686,mouth,comes,3
66687,fishing,ate,1
66688,crazy,dog,1
66689,cook,browned,1
66690,scored,is,2
66691,running,bears,1
66692,say,fire,1
66693,picks,like,1
66694,dog,take,4
66695,animal,chewed,1
66696,jumping,cute,2
66697,slices,grill,5
66698,drinks,face,1
66699,RACING,ARE,1
66700,high,swung,1
66701,ground,flips,1
66702,hill,crashes,1
66703,petting,laying,1
66704,galloping,riding,2
66705,meat,cuts,50
66706,ground,crashing,1
66707,talking,couch,1
66708,led,song,1
66709,submerging,is,1
66710,roll,bread,2
66711,'s,america,1
66712,is,juggling,4
66713,shoulder,did,1
66714,wearing,slows,1
66715,pole,electricuted,1
66716,floating,trying,1
66717,saying,removes,1
66718,know,editing,1
66719,covers,shape,1
66720,flour,combining,1
66721,horse,were,3
66722,felisidades,bn,1
66723,fish,uses,1
66724,guitars,change,1
66725,rides,riding,1
66726,photography,was,2
66727,dog,vomitting,2
66728,helped,had,1
66729,lying,allows,2
66730,clipping,madhavan,1
66731,lie,was,1
66732,cooking,filled,1
66733,placing,ball,3
66734,roaming,swimming,1
66735,prepare,uses,1
66736,eats,pulled,1
66737,designed,look,1
66738,painted,singing,1
66739,bicycle,walking,2
66740,kitten,baby,13
66741,was,liekd,1
66742,guitar,is,1755
66743,good,is,29
66744,paint,given,1
66745,wake,preparing,1
66746,placing,chicken,10
66747,pizza,took,4
66748,is,visting,4
66749,reel,tries,1
66750,background,brown,1
66751,ball,hit,29
66752,hair,tries,1
66753,blast,playing,1
66754,laying,split,1
66755,herself,'s,1
66756,watching,falling,3
66757,slices,recipe,2
66758,climbing,carpeted,1
66759,starts,dress,1
66760,attached,perched,1
66761,adds,chicken,4
66762,sticks,sifts,1
66763,like,fry,1
66764,ring,straight,1
66765,flip,gliding,1
66766,card,holding,6
66767,enclosed,hangs,1
66768,bundle,leaves,3
66769,spreads,cuts,1
66770,rolling,mushrooms,1
66771,sliced,fry,1
66772,face,strokes,1
66773,i,did,2
66774,brought,cooked,1
66775,whisk,adds,1
66776,sudden,turns,1
66777,falls,crossing,1
66778,adds,carrot,2
66779,jumps,beside,1
66780,ground,treading,1
66781,crying,talk,1
66782,sword,turns,1
66783,is,rear,22
66784,raised,lands,1
66785,crying,places,1
66786,noodles,dumping,1
66787,mixing,drinks,1
66788,is,beat,7
66789,steps,swing,1
66790,chicken,knife,6
66791,jumps,kangaroo,1
66792,panda,cutted,1
66793,ball,be,1
66794,baby,sticks,1
66795,peels,skin,5
66796,kiss,hugging,1
66797,melted,cook,1
66798,bit,tried,2
66799,banana,slice,1
66800,slicing,potato,159
66801,is,wash,15
66802,are,kissing,151
66803,kicks,'s,1
66804,starts,playing,4
66805,string,chewing,4
66806,sword,severing,1
66807,vs,turtle,1
66808,frightened,girl,1
66809,staring,are,2
66810,girl,roping,1
66811,garnish,serving,1
66812,holding,boat,2
66813,grooming,baby,1
66814,adds,herself,1
66815,boy,teaching,4
66816,captured,frog,1
66817,holding,gets,1
66818,quarters,cut,6
66819,sauce,scooping,1
66820,step,end,2
66821,jumps,pulls,2
66822,painting,'m,1
66823,animal,circles,1
66824,emanates,open,1
66825,get,tied,1
66826,peeled,'s,1
66827,did,get,1
66828,cricket,speaking,2
66829,is,butterfly,17
66830,watching,was,3
66831,hands,washes,6
66832,chop,describes,1
66833,is,dissembling,1
66834,snake,prepared,5
66835,getting,train,9
66836,tune..,is,2
66837,Choping,meat,1
66838,block,swinging,1
66839,got,bed,2
66840,enjoys,penguins,1
66841,tend,lying,1
66842,meat,barbequed,1
66843,does,stand,1
66844,baby,mess,2
66845,meowing,bed,8
66846,follows,walk,1
66847,bring,showing,1
66848,mind,»,4
66849,plucks,speaking,1
66850,hands,chimpanzee,2
66851,listened,baby,3
66852,wearing,pizza,1
66853,is,roll,18
66854,dirt,popped,1
66855,leaves,discarding,1
66856,right,wallaby,1
66857,drinking,putting,2
66858,make,talking,13
66859,plays,string,5
66860,Performing,Swimming,1
66861,is,transferred,2
66862,encouraging,high,1
66863,tiger,cute,2
66864,sauteing,is,16
66865,climbed,girl,6
66866,close,boy,2
66867,performing,chimpanzee,2
66868,dabbing,is,3
66869,skipping,rope,16
66870,push,top,1
66871,is,head,197
66872,side,bottom,2
66873,¿,stick,1
66874,lake,rides,1
66875,singing,conveincing,1
66876,diving,do,1
66877,tires,flipped,2
66878,paws,head,3
66879,laying,pedling,1
66880,child,left,2
66881,puts,meat,23
66882,trying,sleep,9
66883,attracted,was,1
66884,applied,using,1
66885,moving,notice,1
66886,acts,like,1
66887,retrieves,open,1
66888,PARTNERS,GOING,1
66889,dribbled,ball,3
66890,languageï,¿,1
66891,kissed,couch,1
66892,»,stuff,1
66893,trying,blowing,1
66894,wants,face,1
66895,side,swishes,1
66896,spooning,is,14
66897,egg,scraping,1
66898,preparing,tortillas,1
66899,fighting,park,1
66900,is,are,109
66901,ran,playing,2
66902,karate,putting,1
66903,cake,Pouring,1
66904,measures,'s,3
66905,is,staning,1
66906,crying,baby,51
66907,boy,beside,3
66908,disturb,do,1
66909,pack,holding,2
66910,rocking,means,1
66911,swim,try,1
66912,is,staying,2
66913,turn,takes,3
66914,like,left,1
66915,plate,fries,1
66916,eyes,hiding,2
66917,cut,is,188
66918,is,skimming,1
66919,free,offering,1
66920,dialing,boy,1
66921,singing,video,2
66922,boy,downed,1
66923,keyboard,talks,1
66924,plucking,standing,1
66925,bowl,beat,2
66926,exercise,good,1
66927,pet,stuffed,1
66928,purring,chair,1
66929,hold,reaching,2
66930,tried,feed,1
66931,exercsing,is,1
66932,points,top,1
66933,rhythmic,perform,1
66934,cut,washing,1
66935,fishing,eats,1
66936,gesturing,praying,1
66937,child,'s,11
66938,seting,girl,3
66939,karate,practicing,12
66940,helping,boat,1
66941,having,riding,1
66942,pizza,dog,1
66943,levitated,ground,2
66944,background,boy,1
66945,broccoli,trying,2
66946,headphones,slides,2
66947,vacuum,help,1
66948,using,stirs,1
66949,went,ship,1
66950,fro,lake,1
66951,pulling,herbs,1
66952,head,spray,1
66953,skateboards,does,1
66954,injured,pushing,1
66955,girl,filled,4
66956,were,grown,1
66957,boiling,Using,1
66958,end,cut,2
66959,'s,press,1
66960,baby,lowering,1
66961,feeling,running,1
66962,sounds,biting,1
66963,is,spliting,1
66964,chicken,legs,1
66965,slices,»,1
66966,nibbling,stick,1
66967,stick,pawing,1
66968,rotates,skate,2
66969,fries,carrot,1
66970,demonstrating,fighting,1
66971,means,rool,1
66972,ground,moving,3
66973,is,serves,1
66974,drinks,girl,7
66975,shoot,ground,1
66976,is,ball,529
66977,flower,center,1
66978,fishes,fought,1
66979,begins,body,1
66980,jump,breaks,1
66981,is,lifing,1
66982,stuck,get,4
66983,talking,eachother,1
66984,emanates,side,1
66985,was,andï,3
66986,shook,marinade,1
66987,sitting,legs,11
66988,places,trash,1
66989,seated,mouth,1
66990,piece,batters,1
66991,is,break-dancing,1
66992,lying,push,1
66993,cut,put,9
66994,excercise,is,9
66995,¿,backwards,1
66996,crawl,beach,1
66997,sand,dirt,4
66998,pushes,walking,2
66999,talks,flips,1
67000,bottom,shows,1
67001,spreading,girl,2
67002,burst,standing,1
67003,pours,drops,1
67004,circles,playing,1
67005,fails,flip,1
67006,liked,broken,1
67007,polishing,figures,1
67008,sitting,leaps,2
67009,stuffed,chewing,7
67010,snatching,chicken,1
67011,target,taking,2
67012,rear,circles,1
67013,frog,captured,1
67014,tears,quarters,2
67015,enjoying,seat,1
67016,being,dirty,1
67017,placing,grip,1
67018,palms,dough,1
67019,hands,allows,2
67020,being,removed,3
67021,bowl,stuffing,1
67022,climb,roof,1
67023,talked,washed,1
67024,printed,holding,1
67025,puts,fish,6
67026,chopping,pan,1
67027,moose,towards,1
67028,sticks,horse,3
67029,ground,gives,1
67030,overhead,moves,1
67031,balls,molded,1
67032,bends,card,1
67033,dog,teeth,9
67034,drinking,ear,1
67035,beach,iching,1
67036,leopard,running,1
67037,helps,goes,1
67038,removes,bottle,1
67039,painted,be,1
67040,glides,falls,1
67041,shooting,practicing,6
67042,meat,doing,1
67043,surfs,ride,1
67044,runs,kicks,1
67045,playing,praying,1
67046,chase,turns,1
67047,giving,pasta,1
67048,train,speed,3
67049,circling,are,1
67050,flip,lands,1
67051,operating,exercise,1
67052,get,pole,1
67053,shuffling,cutting,1
67054,spreading,are,2
67055,eating,reading,3
67056,shore,running,2
67057,looks,ball,2
67058,vacuum,riding,8
67059,stove,being,2
67060,kangaroo,lifting,1
67061,karate,chops,5
67062,REMOVING,THE,1
67063,playing,listen,1
67064,seeds,eating,37
67065,waves,skimming,1
67066,spoon-feeding,baby,1
67067,diving,river,10
67068,touches,towards,1
67069,jumping,towards,2
67070,remaining,pins,2
67071,walking,wrapped,1
67072,singing,dancing,128
67073,paws,dress,1
67074,peels,boiled,4
67075,using,egg,7
67076,box,animal,2
67077,animal,swims,1
67078,waits,wearing,1
67079,biting,eating,2
67080,steps,arousing,1
67081,ate,bowl,5
67082,stop,watching,1
67083,passing,swinging,1
67084,holding,steering,2
67085,hit,chimpanzee,1
67086,outlining,is,1
67087,shadow,swimming,1
67088,eating,help,1
67089,jump,keep,1
67090,balance,tried,1
67091,pouring,is,650
67092,cut,attempting,1
67093,gets,dives,1
67094,walked,being,2
67095,wondering,are,5
67096,meet,girl,1
67097,drizzling,bowl,3
67098,tips,properly,1
67099,poring,is,8
67100,pretending,is,9
67101,gets,entering,1
67102,is,burnng,1
67103,inorder,washing,1
67104,chicken,shreds,2
67105,video,mountains,1
67106,is,scurrying,1
67107,cast,going,1
67108,grabbing,pandas,1
67109,boy,tell,2
67110,hearing,sounds,1
67111,is,sucking,16
67112,chicken,chopping,6
67113,putting,cleaning,1
67114,occuring,building,1
67115,brush,strips,2
67116,doing,cause,1
67117,looking,are,23
67118,ready,cleaned,1
67119,tied,throwing,1
67120,paws,playing,4
67121,bends,sideways,1
67122,rocks,go,1
67123,grill,frying,1
67124,are,icing,1
67125,bowl,dipping,6
67126,allows,carrot,1
67127,calling,boy,5
67128,working,hangs,1
67129,recorded,call,1
67130,seated,couch,2
67131,hammer,piece,3
67132,smelling,kitten,1
67133,straightening,standing,1
67134,spread,shaving,1
67135,is,cuttig,1
67136,putting,bottle,2
67137,cook,puts,9
67138,legs,riding,2
67139,child,waking,2
67140,hi,had,1
67141,removed,sunglasses,2
67142,makes,telling,1
67143,beach,sand,7
67144,upside,crosses,1
67145,lying,licking,1
67146,stirs,containing,2
67147,get,cake,5
67148,roasting,side,1
67149,giraffe,look,2
67150,kept,are,2
67151,dirt,danced,2
67152,collecting,is,6
67153,smacking,licking,1
67154,does,left,1
67155,mess,baby,2
67156,walked,looked,1
67157,rode,wheel,4
67158,has,glowing,1
67159,vegetables,making,1
67160,song,peoples,4
67161,mouse,shed,1
67162,is,understand,1
67163,meat,breads,4
67164,are,hunting,3
67165,is,moped,12
67166,starts,»,1
67167,place,walks,1
67168,does,beach,1
67169,stab,test,1
67170,jumps,tree,1
67171,carrying,baby,6
67172,egg,head,1
67173,ship,stands,1
67174,flip,rock,1
67175,blazing,are,1
67176,yatching,doing,1
67177,muddy,running,2
67178,squeezing,wrap,1
67179,paint,paints,1
67180,egg,klended,1
67181,listeing,song,1
67182,attacking,swimming,1
67183,forget,»,3
67184,falls,spinning,1
67185,bottom,appears,2
67186,dressed,synchronized,1
67187,dog,shoe,1
67188,bacon,Chopping,1
67189,knife,are,8
67190,teaching,wine,1
67191,rock,doing,5
67192,surrounded,horse,5
67193,beef,showing,3
67194,sushi,make,15
67195,fruit,hangs,1
67196,participated,are,1
67197,is,defending,1
67198,boys,sea,1
67199,barbecued,slicing,1
67200,started,guys,1
67201,open,girl,2
67202,call,'s,1
67203,flipped,slides,1
67204,is,excited,3
67205,animated,moves,1
67206,baking,sifting,3
67207,scarred,ice,2
67208,batting,teaches,2
67209,boy,smacks,1
67210,Come,hug,1
67211,fails,enter,1
67212,shrimp,sauteing,2
67213,sprays,face,1
67214,ready,fish,1
67215,using,extracts,1
67216,cocked,shot,1
67217,spins,raised,1
67218,packaging,takes,1
67219,pee,takes,1
67220,watching,seen,1
67221,whale,swimming,18
67222,guitar,performs,1
67223,'s,knocks,1
67224,slows,train,3
67225,outstretched,runs,1
67226,is,runningnwearing,1
67227,sauce,mixed,1
67228,named,show,2
67229,meditating,crossed,1
67230,chewing,using,1
67231,uses,pull,1
67232,knife,rolled,2
67233,egg,showing,1
67234,arranging,blowing,1
67235,starts,comes,1
67236,standing,raining,1
67237,throws,mans,1
67238,holding,speaking,1
67239,kicked,hit,3
67240,handles,is,2
67241,pours,cubes,3
67242,blowing,storm,2
67243,rotated,standing,1
67244,cut,cucumber,10
67245,rolls,animal,1
67246,hangs,enclosed,1
67247,loading,rounds,1
67248,dog,sleep,1
67249,girl,had,2
67250,is,touches,3
67251,logrando,bn,1
67252,sea,background,1
67253,grab,child,1
67254,swirling,sunglasses,1
67255,fires,sitting,1
67256,trying,start,1
67257,demanding,killed,1
67258,coats,seasons,1
67259,baby,chilling,1
67260,racing,parking,1
67261,giving,live,1
67262,were,danceing,1
67263,pulls,sled,1
67264,is,cute,68
67265,'s,head,76
67266,interesting,hanging,1
67267,throws,drinking,2
67268,are,sprinkled,4
67269,gets,shocked,1
67270,wheels,doing,1
67271,squirting,cooked,1
67272,performed,trying,1
67273,child,giving,3
67274,beach,touches,1
67275,stiring,pan,1
67276,form,cricket,1
67277,telling,use,1
67278,gets,block,2
67279,'s,scratching,8
67280,attended,is,1
67281,believe,pets,1
67282,walks,tap,1
67283,hold,dug,1
67284,cuts,dice,2
67285,gets,boat,2
67286,eating,boiling,1
67287,surprised,chase,1
67288,side,stretching,3
67289,pile,shells,1
67290,boat,playing,1
67291,biting,separate,1
67292,dries,washes,1
67293,rain,background,1
67294,shoot,learning,1
67295,using,looking,1
67296,waving,baby,3
67297,baby,guides,1
67298,bacon,laid,3
67299,prepar,potato,1
67300,harvest,singing,1
67301,dog,post,3
67302,meat,flouring,1
67303,try,pass,1
67304,scraping,fish,2
67305,interesting,play,1
67306,pulled,gets,1
67307,looked,rain,1
67308,be,cooking,2
67309,fish,bites,1
67310,boy,cricket,9
67311,pan,chopped,17
67312,raced,ride,1
67313,cut,dough,3
67314,flipped,spun,1
67315,Preparing,eat,1
67316,horseback,beach,1
67317,pizza,trying,3
67318,are,takes,3
67319,sings,is,3
67320,knife,inserts,3
67321,river,beating,2
67322,spaghetti,taking,1
67323,child,having,3
67324,couch,answering,1
67325,like,think,1
67326,cucomber,fast,1
67327,biting,animal,10
67328,taking,turn,1
67329,pratices,boy,1
67330,tree,attached,1
67331,sang,boy,5
67332,add,start,1
67333,falls,work,2
67334,bowl,is,735
67335,fall,piece,1
67336,peels,eggs,2
67337,hanging,fruit,1
67338,trying,falling,6
67339,chair,mimicking,1
67340,laughs,bed,1
67341,exercising,baby,1
67342,was,helping,2
67343,scaring,starring,1
67344,song,saluting,1
67345,left,holding,4
67346,legs,'s,22
67347,cracking,stand,1
67348,string,files,1
67349,left,riding,2
67350,running,passes,2
67351,running,straight,2
67352,prepare,cutting,5
67353,bread,giving,1
67354,show,flies,1
67355,turns,dog,3
67356,trying,jumping,7
67357,make,using,4
67358,dumping,stove,2
67359,according,gazing,1
67360,try,being,1
67361,Scrambled,being,1
67362,ground,working,2
67363,having,s,1
67364,filled,added,1
67365,mix,dry,1
67366,beach,bucked,1
67367,treated,being,1
67368,stone,flip,2
67369,steal,mouth,1
67370,spraying,face,2
67371,urinating,dog,18
67372,luvï,song,1
67373,dress,bicycle,2
67374,top,drying,1
67375,Boiling,vegetables,1
67376,begins,amidst,1
67377,'s,chasing,1
67378,ground,chicken,1
67379,julienne,teaching,1
67380,fighting,stop,4
67381,has,showing,2
67382,pointing,pole,1
67383,Chopped,vegetables,1
67384,ride,sea,1
67385,are,Scrambled,1
67386,laugh,¿,1
67387,planted,being,1
67388,child,skate,2
67389,scissors,is,79
67390,brown,dog,18
67391,riding,canoes,2
67392,blanketed,pours,1
67393,cuting,fish,1
67394,followed,smoke,1
67395,muddy,girl,2
67396,playing,moose,4
67397,crushing,using,3
67398,fish,cut,7
67399,place,overhead,1
67400,scooping,peeled,1
67401,shaving,applying,13
67402,severing,is,1
67403,fought,scarred,2
67404,talking,moving,5
67405,saw,piece,3
67406,doing,spin,1
67407,eaten,be,7
67408,cup,containing,4
67409,slice,meat,11
67410,brown,walking,3
67411,boiled,containing,1
67412,fish,clining,1
67413,'s,slide,1
67414,help,running,2
67415,child,vacuum,8
67416,dog,piece,10
67417,slicing,plate,2
67418,getting,penguins,1
67419,kneeling,talks,1
67420,boys,lake,1
67421,tries,cub,3
67422,seated,giving,2
67423,fry,frying,1
67424,egg,boiling,3
67425,girl,tossed,1
67426,amidst,does,1
67427,egg,backwards,1
67428,clung,top,1
67429,is,pealed,1
67430,faces,are,3
67431,striking,high,1
67432,slips,jumps,1
67433,bacon,eat,2
67434,makes,mess,1
67435,pushing,jumping,1
67436,using,hitting,1
67437,body,boarding,1
67438,horse,fires,1
67439,pants,cell,1
67440,jumps,diving,6
67441,'s,took,1
67442,cling,'s,1
67443,screws,piece,1
67444,peeled,chopping,3
67445,lining,bicycle,1
67446,melting,make,1
67447,takes,throws,1
67448,animal,foraging,2
67449,being,frog,1
67450,drives,peoples,1
67451,sticks,tube,1
67452,'s,doing,6
67453,raw,is,83
67454,brown,fried,1
67455,knife,taking,2
67456,ball,carrying,12
67457,knife,sticks,1
67458,hitting,hands,1
67459,byk,boys,1
67460,place,had,1
67461,shape,stone,1
67462,making,poodle,1
67463,oven,looks,1
67464,hiding,head,1
67465,pick,breaking,1
67466,banana,eating,63
67467,pan,wiping,1
67468,help,knife,3
67469,listening,flashes,1
67470,cook,checks,1
67471,crouching,rocks,1
67472,flooded,child,1
67473,pancake,has,1
67474,animal,rocks,2
67475,is,baby,1369
67476,slice,teaching,4
67477,bangs,bicycle,1
67478,whith,guitar,1
67479,is,jumps,19
67480,is,peeing,15
67481,heard,wearing,1
67482,crossing,rope,5
67483,boat,talking,1
67484,shower,boy,6
67485,pees,legs,1
67486,dodging,runs,1
67487,dog,listen,1
67488,teaches,cake,1
67489,molding,seaweed,1
67490,is,freshep,1
67491,spices,combining,1
67492,bowl,cup,10
67493,mascara,applying,8
67494,wet,brush,1
67495,egg,boy,4
67496,tune..,song,4
67497,holding,disappears,1
67498,gets,left,2
67499,dancing,romping,1
67500,horse,jumped,7
67501,misses,run,1
67502,appears,plow,1
67503,knocking,ball,10
67504,drank,dripping,1
67505,standing,being,2
67506,pulled,riding,5
67507,paw,striking,1
67508,stomach,breaking,1
67509,placed,running,2
67510,mud,slaps,1
67511,transport,have,2
67512,sandwich,cuts,1
67513,doing,cleaning,1
67514,boy,slams,2
67515,Typing,keyboard,1
67516,railing,enjoying,1
67517,is,occurs,2
67518,kitten,sitting,11
67519,captured,scene,1
67520,urinates,paws,1
67521,got,theatres.ï,1
67522,grown,standing,1
67523,named,goes,1
67524,cleaning,scrubbing,1
67525,spices,make,1
67526,sliding,railing,3
67527,peels,slits,1
67528,saying,is,41
67529,do,instructing,1
67530,side,turning,4
67531,like,banana,6
67532,corner,went,1
67533,push,doing,22
67534,making,stops,1
67535,girl,explain,1
67536,type,crossing,1
67537,plying,boy,4
67538,is,hoping,1
67539,sleepy,open,1
67540,is,paring,2
67541,fry,chicken,5
67542,panda,lying,21
67543,card,displaying,4
67544,'s,duck,1
67545,video,singing,2
67546,beam,messes,1
67547,pasta,cuts,2
67548,slime,poured,5
67549,mixing,cooking,4
67550,placed,pour,1
67551,training,ring,1
67552,kangaroo,nibbles,2
67553,caught,rotating,1
67554,picks,stick,7
67555,screaming,starts,1
67556,fishing,dodging,1
67557,raiding,horse,7
67558,shrimp,peeling,65
67559,sucks,is,1
67560,grabbing,looking,1
67561,backing,is,9
67562,plank,placed,1
67563,mixing,melted,1
67564,playing,drawing,2
67565,scaped,plate,1
67566,sauce,seasoning,2
67567,cub,makes,1
67568,bed,hard,1
67569,flashes,sliding,1
67570,showing,fire,1
67571,tips,tells,1
67572,dog,marks,1
67573,beach,serves,1
67574,did,cast,3
67575,is,think,3
67576,kick,get,2
67577,grabs,stab,1
67578,started,lake,1
67579,motorized,tricks,1
67580,leap,takes,1
67581,baby,feeds,8
67582,eating,breads,1
67583,sprinkled,touch,1
67584,talk,slows,1
67585,appears,grabs,1
67586,adds,bowl,26
67587,tied,care,1
67588,pealing,eggs,1
67589,costumed,are,2
67590,crazy,going,1
67591,animal,swinging,1
67592,pizza,watches,1
67593,aims,fires,1
67594,frog,bite,5
67595,gets,work,5
67596,crashed,had,1
67597,jumped,catch,2
67598,is,cub,45
67599,stomach,panda,5
67600,hosed,changing,1
67601,wash,playing,3
67602,ice,stirring,1
67603,collapses,wailing,1
67604,flipped,is,3
67605,drivers,seat,1
67606,top,are,19
67607,slides,building,1
67608,boiled,cracked,1
67609,hits,practiced,1
67610,hitted,get,1
67611,emerges,bathing,1
67612,pizza,prepare,2
67613,dipped,egg,3
67614,uses,spread,1
67615,seaweed,rice,11
67616,pass,doing,1
67617,speed,circles,1
67618,are,head,9
67619,pushes,boat,2
67620,horseback,was,1
67621,drives,winding,1
67622,falls,plank,1
67623,jumps,river,6
67624,slime,pours,2
67625,trying,decrease,1
67626,wiping,sink,1
67627,falling,fit,1
67628,baby,top,1
67629,is,skidding,1
67630,fries,shrimp,3
67631,pours,pancake,4
67632,PLAYING,ARE,35
67633,defecating,'s,1
67634,baby,placed,4
67635,worked,¿,1
67636,pizza,separating,1
67637,is,wipped,1
67638,looking,riding,1
67639,kiss,is,3
67640,looks,perched,1
67641,bat,manages,1
67642,skate,playing,1
67643,is,emptied,1
67644,laying,pandas,2
67645,inserting,stick,1
67646,showing,shake,2
67647,head,string,1
67648,start,waiting,2
67649,using,raw,7
67650,pampering,pet,2
67651,girl,applies,3
67652,running,following,1
67653,sword,boys,1
67654,has,train,1
67655,seasoned,floured,1
67656,placed,fails,1
67657,dig,pile,1
67658,playing,recording,1
67659,opens,knife,2
67660,turning,are,1
67661,girl,hopping,1
67662,reach,ball,2
67663,mouth,escaped,1
67664,has,body,1
67665,tricks,preforms,3
67666,whisk,is,22
67667,pan,whisks,1
67668,smiling,child,1
67669,ground,ice,1
67670,poke,scare,1
67671,holding,plays,1
67672,cut,inorder,1
67673,slices,leaves,3
67674,are,cooked,14
67675,wearing,bat,1
67676,describing,laptop,1
67677,pets,hits,1
67678,scene,horse,1
67679,barks,wanted,1
67680,kicks,celebrates,2
67681,are,swimming,108
67682,shotgun,being,1
67683,fishing,tring,1
67684,backwards,bangs,1
67685,god,is,3
67686,gets,tube,1
67687,dog,throwing,4
67688,boat,rowed,6
67689,making,eggs,11
67690,dices,chicken,1
67691,swimming,watching,2
67692,took,slice,2
67693,boys,is,22
67694,appears,is,16
67695,string,attempting,1
67696,fruit,perched,1
67697,manages,head,3
67698,driving,parked,2
