,Unnamed: 0,Source,Target,Weight
201570,201570,giving,man,115
201675,201675,down,woman,157
201720,201720,'s,car,34
201927,201927,riding,person,158
201977,201977,cutting,meat,176
202058,202058,exercise,woman,38
202071,202071,man,machine,65
202072,202072,bowl,puts,46
202076,202076,is,spices,74
202085,202085,riding,road,63
202099,202099,sitting,are,102
202110,202110,talks,man,63
202301,202301,dog,mirror,72
202388,202388,rice,is,238
202401,202401,motor,riding,36
202490,202490,seasoning,Someone,36
202588,202588,card,man,82
202661,202661,chop,is,58
202729,202729,is,making,726
202830,202830,frying,person,46
202877,202877,man,trick,69
202922,202922,horse,down,40
202988,202988,bottle,is,90
202998,202998,pizza,box,46
203017,203017,basket,player,42
203063,203063,is,carrot,286
203149,203149,her,baby,88
203258,203258,wrapping,is,34
203294,203294,bowl,pours,47
203340,203340,while,her,49
203554,203554,is,person,3713
203654,203654,onion,chef,44
203669,203669,man,drinking,92
203757,203757,slicing,is,2103
203825,203825,down,stairs,126
203951,203951,road,running,83
204004,204004,leaves,is,124
204086,204086,cat,floor,94
204108,204108,woman,plays,54
204114,204114,towards,running,37
204123,204123,taking,off,79
204124,204124,person,potato,123
204180,204180,is,right,31
204211,204211,women,her,58
204350,204350,peeling,off,41
204429,204429,is,music,172
204440,204440,garden,walking,33
204518,204518,seasoning,woman,65
204570,204570,head,cat,115
204696,204696,onions,is,224
204742,204742,Someone,paper,83
204772,204772,person,cuts,107
204782,204782,is,mouth,107
204784,204784,snow,dog,33
204785,204785,chop,woman,54
204816,204816,tomatoes,slicing,45
204859,204859,slab,is,31
205028,205028,girl,bed,58
205062,205062,cat,turtle,34
205065,205065,boy,game,32
205131,205131,sink,man,35
205290,205290,is,cabbage,54
205349,205349,onion,half,35
205390,205390,broccoli,cutting,40
205466,205466,bench,man,35
205582,205582,skating,is,82
205635,205635,grass,eating,94
205742,205742,man,walks,77
205743,205743,riding,is,2055
205746,205746,tap,water,42
205845,205845,dance,performing,55
205867,205867,chili,bowl,31
205973,205973,is,basketball,99
206113,206113,cricket,playing,76
206198,206198,juice,is,63
206308,206308,man,shot,103
206419,206419,someone,something,55
206482,206482,stunts,man,75
206505,206505,girl,played,43
206646,206646,is,band,168
206667,206667,are,people,556
206759,206759,newspaper,reading,45
206882,206882,is,wheel,58
206946,206946,woman,water,228
206948,206948,are,Girls,67
206961,206961,IS,MAN,445
206997,206997,are,front,47
207016,207016,mixes,woman,37
207076,207076,mouth,ball,36
207120,207120,are,hugging,39
207176,207176,basket,ball,67
207191,207191,pot,Someone,106
207214,207214,people,are,556
207234,207234,axe,is,34
207309,207309,front,woman,31
207314,207314,onion,slices,63
207342,207342,walking,together,32
207345,207345,man,stunts,75
207353,207353,woman,flute,56
207405,207405,hand,man,219
207448,207448,guitar,playing,1918
207483,207483,man,plastic,88
207485,207485,field,horse,48
207545,207545,water,puts,43
207610,207610,rider,horse,70
207660,207660,man,body,48
207716,207716,women,dog,35
207734,207734,woman,eggs,252
207775,207775,meat,cutting,176
207973,207973,is,hair,293
208104,208104,piece,eating,39
208151,208151,field,woman,49
208170,208170,side,side,60
208211,208211,is,peeling,693
208320,208320,trying,are,31
208371,208371,gun,shooting,226
208420,208420,track,racing,40
208477,208477,paper,man,226
208511,208511,tail,'s,56
208525,208525,chicken,pieces,73
208564,208564,lady,pieces,32
208580,208580,towel,man,38
208599,208599,pizza,slice,40
208813,208813,taking,person,37
208827,208827,chef,food,39
208854,208854,paper,folding,88
208859,208859,eyebrows,is,33
208897,208897,cat,one,40
209032,209032,meat,raw,39
209061,209061,slicing,pepper,48
209070,209070,shooting,person,32
209100,209100,her,eye,41
209144,209144,man,diving,50
209250,209250,one,boy,39
209256,209256,table,man,80
209305,209305,doing,motorcycle,64
209432,209432,dog,woman,84
209515,209515,man,walk,42
209602,209602,is,dicing,161
209643,209643,is,shooting,472
209783,209783,picture,man,35
209795,209795,couple,dancing,40
209832,209832,man,lady,100
209991,209991,scissors,paper,55
209992,209992,MAN,THE,134
210067,210067,field,walking,32
210068,210068,woman,mixture,50
210166,210166,is,towel,57
210182,210182,girl,phone,73
210195,210195,dancing,are,1188
210270,210270,slicing,ginger,31
210275,210275,People,are,404
210276,210276,man,opening,87
210380,210380,cooking,woman,224
210400,210400,motorbike,man,35
210506,210506,being,bowl,36
210529,210529,man,inside,37
210546,210546,trying,is,404
210724,210724,foot,ball,34
210815,210815,tortoise,walking,35
210999,210999,bowl,something,50
211186,211186,pan,pouring,142
211237,211237,cuts,onion,55
211296,211296,play,man,54
211318,211318,sitting,playing,72
211456,211456,stage,dance,42
211479,211479,lady,something,31
211526,211526,is,sea,57
211534,211534,pork,is,110
211559,211559,water,baby,32
211582,211582,pan,woman,241
211613,211613,frying,pan,144
211620,211620,something,person,222
211906,211906,is,exercise,153
211917,211917,Baby,playing,31
211945,211945,wall,cat,47
211946,211946,women,walking,31
212019,212019,is,eating,1303
212126,212126,machine,is,139
212267,212267,person,drawing,41
212271,212271,pistol,is,48
212378,212378,eggs,bowl,152
212383,212383,falls,boy,39
212385,212385,bread,slices,53
212406,212406,shot,man,103
212438,212438,performing,are,89
212461,212461,makeup,putting,65
212471,212471,shooting,man,395
212474,212474,is,set,33
212662,212662,batter,woman,32
212665,212665,piano,is,555
212735,212735,panda,is,254
212843,212843,counter,is,47
213008,213008,guitar,stage,71
213181,213181,television,watching,51
213323,213323,lady,one,45
213348,213348,is,video,101
213367,213367,room,are,40
213470,213470,player,ball,93
213570,213570,played,boy,43
213612,213612,trying,man,110
213627,213627,ingredients,mixing,81
213642,213642,falling,down,73
213656,213656,is,leaf,50
213671,213671,men,dancing,123
213698,213698,man,glass,91
213799,213799,is,staring,32
213833,213833,panda,down,41
213925,213925,cat,toy,59
213960,213960,eating,loris,44
214072,214072,is,puppy,302
214160,214160,is,floating,36
214251,214251,cub,is,45
214263,214263,men,women,42
214274,214274,rain,dancing,112
214305,214305,pieces,lady,32
214326,214326,dog,floor,70
214332,214332,are,river,31
214349,214349,kissing,are,151
214405,214405,chop,pork,62
214408,214408,motorcycle,is,294
214509,214509,horse,rode,39
214530,214530,dog,baby,108
214575,214575,woman,skillet,72
214610,214610,group,man,60
214685,214685,man,carrot,97
214746,214746,arms,is,38
214799,214799,man,meat,248
214896,214896,man,girl,127
214898,214898,explaining,is,32
214940,214940,recipe,man,34
215228,215228,is,lemur,66
215289,215289,slices,is,161
215322,215322,kissing,man,95
215350,215350,man,picking,31
215387,215387,man,sitting,208
215419,215419,is,herbs,47
215470,215470,are,baseball,39
215508,215508,person,holding,47
215562,215562,is,searching,31
215626,215626,is,lying,158
215690,215690,woman,field,49
215754,215754,soccer,beach,35
215766,215766,cat,licking,142
215801,215801,woman,onion,283
215883,215883,doing,woman,118
215898,215898,man,crocodile,36
216020,216020,man,tomatoes,45
216078,216078,person,dancing,32
216148,216148,hand,person,39
216153,216153,person,pepper,39
216181,216181,preparing,dish,32
216187,216187,her,mouth,40
216621,216621,sauce,pours,49
216653,216653,styling,is,46
216685,216685,person,cat,66
216730,216730,sword,is,83
216773,216773,diving,is,76
216814,216814,knife,Someone,40
216836,216836,dancing,People,88
216884,216884,kichen,cooking,318
216944,216944,applying,woman,178
217001,217001,boiled,egg,40
217034,217034,pepper,cutting,43
217136,217136,bowl,Someone,112
217138,217138,down,person,43
217244,217244,leaves,woman,40
217284,217284,car,pushing,66
217527,217527,dog,girl,37
217634,217634,man,put,68
217873,217873,man,show,38
217961,217961,recipe,is,51
218125,218125,man,cut,135
218162,218162,dolphin,water,44
218211,218211,boy,runs,34
218233,218233,walking,baby,88
218258,218258,sofa,is,85
218300,218300,mouth,is,107
218357,218357,men,walking,68
218461,218461,spreading,bread,58
218510,218510,is,tortilla,40
218527,218527,is,wall,147
218577,218577,woman,dancing,459
218752,218752,target,man,107
218767,218767,riding,monkey,36
218778,218778,ball,is,529
218793,218793,chopped,is,69
218965,218965,boy,goal,35
218997,218997,woman,swimming,79
219065,219065,lady,oil,39
219164,219164,bowl,egg,97
219211,219211,man,moving,56
219214,219214,woman,putting,220
219245,219245,ceiling,man,45
219360,219360,baby,ball,40
219462,219462,exercising,woman,76
219531,219531,woman,herbs,31
219561,219561,Someone,cuts,35
219563,219563,eating,grass,94
219680,219680,walking,forest,39
219682,219682,soccer,is,118
219760,219760,is,moving,288
219795,219795,girl,down,75
219807,219807,is,putting,730
219831,219831,dance,doing,41
219877,219877,is,hugging,45
219951,219951,applying,her,83
220111,220111,is,banana,132
220182,220182,jumping,water,82
220194,220194,driving,car,347
220449,220449,talking,women,42
220600,220600,IS,RIDING,54
220688,220688,is,flute,414
220728,220728,woman,stage,37
220734,220734,turtle,cat,34
220758,220758,is,skateboard,100
220810,220810,woman,road,39
220814,220814,man,exercise,88
220824,220824,person,adding,72
220826,220826,standing,man,178
220854,220854,is,Meat,36
220981,220981,is,getting,185
221007,221007,cuts,woman,186
221105,221105,is,door,86
221121,221121,guns,shooting,41
221189,221189,person,is,3713
221445,221445,salt,is,44
221449,221449,eating,are,280
221603,221603,is,bathing,66
221642,221642,cat,looking,58
221653,221653,pan,putting,86
221660,221660,man,football,51
221808,221808,chopping,onions,44
221829,221829,puppy,man,37
221843,221843,is,Somebody,88
221856,221856,girls,are,366
221982,221982,is,feet,72
222053,222053,bed,her,42
222131,222131,polar,bear,136
222132,222132,bubble,woman,59
222156,222156,walking,across,57
222249,222249,boys,playing,128
222259,222259,people,down,37
222326,222326,talking,woman,265
222448,222448,cutting,boy,48
222459,222459,jumping,horse,31
222699,222699,seasoning,man,79
222713,222713,lying,down,31
222766,222766,television,cat,31
222775,222775,eye,shadow,45
222778,222778,is,slab,31
223008,223008,is,bull,37
223017,223017,are,beach,89
223274,223274,water,cat,160
223367,223367,finger,man,62
223395,223395,is,walking,1261
223464,223464,off,cat,42
223694,223694,down,people,37
223745,223745,together,are,167
223759,223759,woman,taking,91
223794,223794,oven,is,73
223930,223930,book,is,34
223989,223989,monkey,riding,36
224003,224003,behind,hiding,37
224011,224011,rides,bicycle,34
224097,224097,riding,skateboard,61
224255,224255,is,couch,68
224375,224375,is,rabbit,135
224387,224387,is,shopping,34
224511,224511,water,putting,67
224658,224658,is,writing,127
224663,224663,is,room,124
224691,224691,umbrella,is,35
224940,224940,pizza,is,169
225025,225025,car,riding,51
225059,225059,are,ground,34
225109,225109,cream,ice,31
225192,225192,onions,chopping,44
225268,225268,guitar,girl,160
225272,225272,man,tomato,133
225478,225478,karate,is,43
225500,225500,pot,added,32
225562,225562,people,is,108
225564,225564,is,toy,208
225577,225577,ARE,THE,73
225591,225591,is,sauce,195
225599,225599,eggs,person,56
225603,225603,snake,is,69
225611,225611,RIDING,IS,54
225622,225622,playing,one,57
225658,225658,jumps,man,124
225666,225666,branch,is,32
225850,225850,girl,riding,257
225952,225952,mango,slicing,35
226070,226070,wrestling,women,41
226080,226080,are,stage,221
226082,226082,boy,dancing,82
226103,226103,trying,boy,38
226111,226111,Someone,peeling,72
226143,226143,stuffed,is,42
226165,226165,dancing,woman,459
226294,226294,bird,eating,44
226793,226793,nose,man,57
226832,226832,man,roof,60
226899,226899,are,off,32
226945,226945,while,guitar,67
227130,227130,cliff,off,51
227137,227137,open,man,86
227174,227174,is,end,35
227181,227181,butter,is,188
227242,227242,puts,water,43
227273,227273,bicycle,are,40
227461,227461,pieces,onion,59
227637,227637,woman,lemon,68
227681,227681,skillet,is,81
227772,227772,hill,down,52
227831,227831,person,pan,126
227844,227844,person,ingredients,44
227852,227852,field,soccer,40
227942,227942,poured,pan,36
228033,228033,frog,man,46
228059,228059,man,mixing,128
228178,228178,man,bubbles,32
228204,228204,is,woman,7262
228207,228207,printer,cat,35
228208,228208,cracks,bowl,42
228250,228250,is,exercises,41
228251,228251,dog,looking,41
228258,228258,is,monkey,410
228296,228296,bowl,cracks,42
228327,228327,riding,are,315
228341,228341,her,lady,153
228352,228352,man,half,116
228479,228479,meat,bowl,34
228563,228563,are,baby,66
228654,228654,front,standing,41
228701,228701,water,faucet,32
228717,228717,man,soccer,95
228746,228746,putting,Someone,85
228750,228750,lipstick,woman,33
228858,228858,cat,sink,39
228881,228881,down,falling,73
228914,228914,brush,woman,31
228961,228961,woman,applies,40
229035,229035,man,opens,50
229101,229101,together,man,79
229124,229124,being,water,36
229172,229172,toy,girl,36
229282,229282,down,slide,81
229423,229423,ceiling,cat,52
229426,229426,is,television,53
229536,229536,walking,field,32
229583,229583,noodles,woman,37
229665,229665,couch,cat,33
229777,229777,badger,is,39
229842,229842,is,chopped,69
229857,229857,cooking,chicken,38
229870,229870,spoon,is,76
229879,229879,paper,is,477
229946,229946,water,pouring,90
229948,229948,man,containing,33
229978,229978,are,lion,34
230022,230022,dancing,singing,128
230063,230063,baby,phone,37
230103,230103,riding,People,42
230152,230152,toddler,is,76
230215,230215,playing,water,131
230401,230401,woman,pulling,32
230424,230424,cat,watermelon,83
230425,230425,pushing,man,101
230438,230438,pan,rice,91
230479,230479,lemon,is,91
230502,230502,cat,is,2081
230528,230528,crying,man,40
230535,230535,horse,Someone,47
230552,230552,jumps,wall,31
230643,230643,poured,is,60
230802,230802,paddling,is,34
230832,230832,super,video,33
230871,230871,dog,licking,36
230954,230954,is,metal,32
230993,230993,putting,makeup,65
231147,231147,lipstick,is,40
231162,231162,pieces,slicing,110
231234,231234,dog,women,35
231328,231328,lady,talking,31
231406,231406,person,food,120
231563,231563,cuts,vegetables,35
231602,231602,man,plays,336
231604,231604,car,woman,69
231714,231714,watching,TV,33
231770,231770,is,cream,67
231827,231827,pan,poured,36
231922,231922,arm,is,35
231938,231938,man,boat,89
232045,232045,is,saying,41
232073,232073,falls,off,66
232222,232222,back,'s,47
232308,232308,ups,man,39
232359,232359,tomatoes,woman,42
232612,232612,meat,seasoning,31
232749,232749,basketball,boy,31
232833,232833,opens,man,50
232850,232850,woman,writing,44
232864,232864,slide,man,40
233011,233011,is,wine,43
233117,233117,does,man,107
233210,233210,her,dog,114
233250,233250,coking,man,42
233339,233339,is,makeup,168
233380,233380,faucet,water,32
233439,233439,laying,is,138
233535,233535,off,man,400
233652,233652,man,deer,42
233653,233653,exercise,man,88
233793,233793,cutting,piece,107
233927,233927,outside,dancing,47
233965,233965,painting,is,48
234003,234003,mixing,man,128
234060,234060,boy,flute,44
234144,234144,woman,batter,32
234239,234239,stage,band,95
234341,234341,tomato,pot,36
234485,234485,spreading,butter,57
234533,234533,man,down,686
234640,234640,person,eggs,56
234677,234677,dog,sitting,79
234775,234775,Women,are,129
234966,234966,is,player,87
234967,234967,water,playing,131
234973,234973,is,girl,2057
235006,235006,fish,person,51
235043,235043,guitar,singing,406
235047,235047,stage,woman,37
235131,235131,hanging,man,33
235137,235137,is,soccer,118
235162,235162,falls,is,62
235410,235410,played,piano,32
235481,235481,is,seeing,50
235602,235602,looking,is,284
235608,235608,woman,something,105
235700,235700,swimming,dog,116
235706,235706,woman,horse,470
235734,235734,violin,woman,46
235737,235737,woman,baby,90
235783,235783,eating,boy,41
235863,235863,is,animated,42
235870,235870,man,off,400
235907,235907,bed,is,193
235965,235965,tub,is,60
236026,236026,car,police,57
236085,236085,is,flowers,49
236130,236130,applying,makeup,82
236215,236215,watching,is,181
236216,236216,water,filled,38
236259,236259,hugging,are,39
236296,236296,cat,face,40
236313,236313,along,is,113
236372,236372,is,skateboarding,39
236443,236443,panda,climbing,31
236445,236445,woman,rain,85
236459,236459,man,pushing,101
236540,236540,man,ice,88
236638,236638,gets,cat,40
236683,236683,onions,person,49
236702,236702,bike,boy,68
236726,236726,is,suit,45
236809,236809,ball,basket,67
236986,236986,bench,is,40
237000,237000,hit,man,96
237142,237142,are,boy,63
237279,237279,are,children,118
237506,237506,something,preparing,76
237518,237518,walking,dogs,31
237526,237526,plane,flying,56
237541,237541,running,person,32
237567,237567,man,hat,33
237589,237589,preparing,is,390
237808,237808,pieces,meat,62
237829,237829,chicken,cooking,38
237864,237864,man,peeled,36
237905,237905,playing,instrument,132
237944,237944,bowl,raw,31
238134,238134,wall,boy,43
238243,238243,is,shaking,44
238256,238256,typing,is,81
238293,238293,taking,man,172
238312,238312,woman,brushing,40
238339,238339,is,removing,140
238433,238433,knife,man,432
238565,238565,man,hits,61
238751,238751,dog,boy,75
238756,238756,potato,slices,61
238797,238797,phone,is,321
238801,238801,is,sleeping,112
238806,238806,off,diving,36
238877,238877,cut,knife,51
238995,238995,seasoning,person,32
239079,239079,bun,is,31
239156,239156,is,women,392
239370,239370,woman,preparing,80
239470,239470,is,broccoli,84
239482,239482,man,watching,43
239488,239488,women,wrestling,41
239532,239532,tricks,man,104
239616,239616,are,elephants,75
239621,239621,brush,is,56
239638,239638,goose,man,31
239652,239652,is,washing,159
239671,239671,going,down,47
239767,239767,is,dog,2061
239826,239826,is,high,51
239835,239835,trying,puppy,38
239899,239899,board,woman,39
239964,239964,water,head,31
239972,239972,bicycle,rides,34
239993,239993,baby,girl,49
240047,240047,drums,playing,169
240286,240286,beach,riding,52
240396,240396,is,clothes,49
240410,240410,is,tail,155
240499,240499,lemur,is,66
240595,240595,frying,meat,34
240847,240847,is,doing,991
240849,240849,fell,down,56
240901,240901,snake,man,64
240927,240927,beach,soccer,35
240970,240970,walking,couple,34
241024,241024,man,trumpet,96
241044,241044,water,pitcher,40
241056,241056,sink,cat,39
241218,241218,side,woman,33
241274,241274,man,forest,52
241277,241277,Someone,shrimp,74
241378,241378,skateboard,is,100
241421,241421,driving,woman,40
241487,241487,moose,sprinkler,39
241489,241489,girl,cutting,36
241546,241546,woman,front,31
241609,241609,dogs,walking,31
241730,241730,doing,men,36
241764,241764,race,is,34
241789,241789,puppy,ball,31
241797,241797,be,is,39
241911,241911,clothes,is,49
242192,242192,movie,scene,52
242222,242222,mirror,dog,72
242300,242300,skiing,is,31
242325,242325,being,chopped,51
242332,242332,dog,mouth,71
242350,242350,is,telephone,64
242422,242422,using,person,39
242457,242457,car,moving,41
242547,242547,beach,sitting,35
242579,242579,using,is,413
242671,242671,woman,dough,82
242784,242784,are,person,39
242788,242788,chef,slices,31
242868,242868,bowl,man,306
242879,242879,is,put,37
243068,243068,THE,CUTTING,39
243252,243252,holding,person,47
243274,243274,peeling,man,176
243281,243281,women,cooking,68
243604,243604,man,chair,64
243606,243606,pouring,is,650
243671,243671,is,cartoon,93
243693,243693,off,cut,40
243769,243769,is,cute,68
243770,243770,'s,head,76
243935,243935,threw,man,34
243961,243961,banana,eating,63
243976,243976,thing,is,35
244060,244060,shrimp,peeling,65
244213,244213,ball,are,76
244230,244230,are,dogs,127
244289,244289,cutting,paper,174
244295,244295,man,along,65
244344,244344,man,fire,66
244398,244398,slices,Someone,38
244434,244434,woman,rolling,34
244545,244545,food,chef,39
244551,244551,fish,cutting,57
244604,244604,is,tomato,239
244747,244747,eggs,raw,31
244777,244777,chocolate,is,45
245017,245017,is,sniffing,62
245077,245077,person,peeling,101
245110,245110,pouring,oil,105
245126,245126,is,plane,141
245196,245196,are,man,785
245374,245374,mans,is,36
245375,245375,wooden,man,92
245398,245398,pieces,chopping,31
245649,245649,feeding,woman,53
245709,245709,slow,motion,57
245710,245710,pan,frying,144
245764,245764,men,is,221
245815,245815,is,spoon,76
245919,245919,dancing,Girls,31
245979,245979,push-ups,man,37
246066,246066,cat,are,90
246070,246070,butter,pan,41
246230,246230,reading,newspaper,45
246361,246361,lady,pan,66
246674,246674,walks,man,77
246684,246684,piece,meat,119
246701,246701,gate,cat,34
246928,246928,sliced,lady,96
246992,246992,played,man,153
247002,247002,person,garlic,45
247026,247026,is,lifting,248
247098,247098,food,pan,35
247109,247109,phone,man,186
247212,247212,playing,dogs,61
247233,247233,mouth,stick,34
247278,247278,containing,man,33
247529,247529,sitting,guitar,46
247608,247608,is,scratching,82
247680,247680,man,egg,75
247704,247704,is,lot,37
247739,247739,girl,applying,37
247824,247824,riding,while,57
247827,247827,bowl,meat,34
247833,247833,doing,girl,95
247927,247927,front,are,47
247985,247985,drinking,water,150
248045,248045,THE,OF,45
248113,248113,man,head,156
248134,248134,rice,man,102
248197,248197,is,cooked,90
248199,248199,cars,are,39
248276,248276,outside,woman,38
248283,248283,tomato,knife,38
248531,248531,looking,boy,32
248843,248843,riding,motor,36
248927,248927,enjoying,is,43
248937,248937,drinking,man,92
248973,248973,is,song,169
249047,249047,her,hair,299
249106,249106,stage,girls,42
249111,249111,woman,washing,87
249142,249142,'s,lady,31
249157,249157,dances,man,50
249238,249238,piano,person,51
249263,249263,cutting,using,45
249281,249281,holding,hands,36
249312,249312,is,target,71
249350,249350,ball,cat,44
249366,249366,being,man,73
249404,249404,is,tennis,31
249460,249460,panda,baby,101
249466,249466,bread,slicing,150
249477,249477,man,cake,32
249559,249559,football,man,51
249563,249563,basketball,are,78
249674,249674,man,bun,36
249831,249831,wallaby,is,39
249861,249861,room,living,37
249886,249886,Elephants,are,42
249906,249906,girl,cup,51
249959,249959,person,stirring,46
249969,249969,applying,girl,37
249983,249983,kids,are,122
250057,250057,making,person,162
250140,250140,are,swimming,108
250206,250206,is,street,195
250236,250236,is,standing,321
250307,250307,vegetable,is,217
250312,250312,sofa,cat,56
250341,250341,showing,clip,33
250424,250424,girl,toy,36
250505,250505,man,news,44
250599,250599,guys,are,64
250614,250614,chased,is,36
250673,250673,cutting,something,101
250783,250783,something,mixing,42
250802,250802,while,baby,36
250833,250833,kick,boy,33
250878,250878,are,together,167
250921,250921,keys,piano,32
251072,251072,brown,is,42
251077,251077,women,talking,42
251165,251165,oil,lady,39
251177,251177,man,threw,34
251230,251230,is,smashing,34
251271,251271,chopping,Someone,71
251328,251328,is,jump,53
251492,251492,stairs,down,126
251587,251587,tomato,Someone,42
251683,251683,cloth,is,34
251805,251805,pasta,man,120
251833,251833,whisking,is,37
251843,251843,ball,plays,31
251938,251938,playing,board,31
251967,251967,playing,soccer,123
251976,251976,brush,her,38
251987,251987,umbrella,water,36
252018,252018,seated,is,106
252105,252105,having,are,35
252115,252115,ARE,PLAYING,35
252189,252189,dog,playing,465
252200,252200,cutting,garlic,31
252270,252270,baby,panda,101
252294,252294,peeling,potato,225
252362,252362,lady,is,751
252400,252400,field,are,89
252402,252402,woman,glass,52
252521,252521,is,brushing,136
252608,252608,eating,spaghetti,50
252664,252664,is,hedgehog,86
252785,252785,track,are,59
252868,252868,throws,man,60
252932,252932,is,rising,42
253085,253085,ice,skating,34
253095,253095,while,riding,57
253142,253142,pan,pours,53
253152,253152,folding,paper,88
253240,253240,are,dancing,1188
253400,253400,bicycle,riding,280
253497,253497,peeled,is,63
253522,253522,dicing,is,161
253534,253534,bottle,woman,45
253535,253535,half,cutting,35
253541,253541,man,ground,153
253586,253586,putting,woman,220
253706,253706,road,woman,39
253814,253814,running,towards,37
253817,253817,holding,man,232
253873,253873,whale,is,39
254013,254013,slicing,mango,35
254065,254065,women,men,42
254119,254119,monkey,man,63
254136,254136,football,are,85
254320,254320,water,umbrella,36
254388,254388,is,front,173
254523,254523,juice,man,74
254560,254560,person,chopping,89
254598,254598,players,are,44
254633,254633,fish,lady,31
254680,254680,potatoes,chopping,32
254706,254706,flying,plane,56
254721,254721,walking,woods,32
254779,254779,person,bread,77
254836,254836,bathroom,is,31
254862,254862,woman,exercise,38
254941,254941,moving,are,109
254949,254949,parking,lot,54
254952,254952,something,Someone,55
255009,255009,playing,guitars,35
255081,255081,playing,cricket,76
255214,255214,is,off,503
255241,255241,dish,man,51
255271,255271,is,hands,196
255295,255295,PLAYING,MAN,84
255302,255302,man,kitchen,47
255340,255340,cuts,paper,32
255363,255363,lifting,weight,32
255441,255441,onions,slicing,62
255552,255552,asleep,is,50
255555,255555,is,stuffed,42
255585,255585,watermelon,playing,40
255677,255677,wooden,is,84
255807,255807,group,men,122
255820,255820,basket,basketball,63
255881,255881,bowl,lady,59
255928,255928,oil,man,99
255941,255941,shooting,target,42
255958,255958,is,be,39
255966,255966,something,woman,105
256176,256176,styling,her,33
256323,256323,while,dog,31
256345,256345,is,flipping,49
256353,256353,are,talking,324
256357,256357,pot,person,135
256365,256365,flight,is,37
256410,256410,cutting,vegetables,65
256415,256415,man,spoon,31
256449,256449,boy,dog,75
256450,256450,car,Someone,39
256558,256558,Someone,chopping,71
256610,256610,sleeping,cat,56
256616,256616,man,dirt,34
256712,256712,walking,water,52
256768,256768,making,lady,65
256795,256795,girl,bubble,35
256983,256983,man,basket,51
257044,257044,bag,cat,69
257130,257130,toy,dog,69
257195,257195,is,potatoes,225
257298,257298,trying,cat,109
257409,257409,board,cutting,34
257415,257415,man,falling,104
257416,257416,is,rat,69
257422,257422,swimming,swimming,40
257568,257568,is,garlic,261
257869,257869,mixing,bowl,161
257886,257886,hanging,is,77
257951,257951,instrument,playing,132
258019,258019,Someone,potatoes,34
258199,258199,behind,are,38
258232,258232,floor,across,47
258243,258243,man,ceiling,45
258309,258309,woman,brush,31
258332,258332,IS,EATING,31
258337,258337,is,catch,45
258346,258346,woman,eye,90
258394,258394,hole,is,47
258425,258425,dog,down,114
258461,258461,horses,man,35
258464,258464,game,video,47
258509,258509,bowl,milk,33
258584,258584,piano,played,32
258774,258774,boiling,woman,67
258790,258790,adding,man,114
258903,258903,rice,pot,50
258960,258960,fly,is,36
259042,259042,pasta,sauce,44
259062,259062,something,boy,54
259086,259086,is,cheetah,40
259092,259092,room,dancing,50
259130,259130,sugar,man,42
259215,259215,baby,floor,47
259361,259361,person,typing,43
259460,259460,is,chopping,591
259514,259514,man,preparing,142
259676,259676,jumped,man,42
259806,259806,is,dancing,1231
259831,259831,is,man,14800
259891,259891,holding,hand,59
260011,260011,motion,is,41
260016,260016,person,'s,68
260054,260054,man,end,38
260089,260089,man,performs,34
260184,260184,dance,man,63
260243,260243,making,food,66
260297,260297,feet,guitar,43
260478,260478,is,salad,31
260511,260511,shark,is,46
260593,260593,plays,cat,67
260617,260617,One,is,81
260657,260657,is,field,152
260761,260761,mother,baby,56
260837,260837,boy,wall,43
260838,260838,one,dog,32
260897,260897,top,is,112
260963,260963,is,faucet,40
261066,261066,telephone,is,64
261068,261068,putting,girl,73
261080,261080,flour,is,165
261117,261117,sauce,pan,41
261212,261212,women,food,48
261236,261236,petting,man,43
261295,261295,pot,pouring,87
261332,261332,water,down,59
261393,261393,shoe,is,35
261486,261486,car,car,92
261509,261509,man,magic,41
261646,261646,rice,pudding,66
261669,261669,woman,picking,37
261730,261730,dog,while,31
261835,261835,pieces,knife,52
261851,261851,flute,man,313
261906,261906,race,running,39
261920,261920,violin,playing,193
262165,262165,peeling,is,693
262172,262172,baseball,playing,38
262207,262207,laptop,man,40
262231,262231,rice,stirring,41
262319,262319,finger,'s,96
262723,262723,washing,woman,87
262769,262769,sliced,onion,47
262810,262810,woman,hands,102
263000,263000,liquid,is,146
263243,263243,couple,are,96
263345,263345,is,bear,157
263350,263350,chair,is,156
263517,263517,Someone,cutting,202
263519,263519,person,water,160
263595,263595,man,pot,160
263651,263651,puts,man,156
263786,263786,washing,her,46
263900,263900,kissing,is,69
263916,263916,mushrooms,woman,40
263920,263920,man,crashes,40
263925,263925,is,weight,33
263927,263927,man,chili,76
263997,263997,man,'s,357
264039,264039,CUTTING,IS,114
264084,264084,adding,oil,41
264134,264134,eggs,Someone,54
264168,264168,puts,pot,33
264171,264171,beating,is,88
264172,264172,man,baby,39
264386,264386,anyone,dish,33
264488,264488,is,snake,69
264635,264635,man,slice,79
264670,264670,water,is,1277
264774,264774,person,butter,39
264840,264840,person,shrimp,73
265052,265052,are,persons,62
265098,265098,sprinkling,is,83
265152,265152,sliding,down,47
265163,265163,eggs,woman,252
265206,265206,meat,knife,39
265225,265225,jumps,dog,36
265249,265249,forest,is,65
265357,265357,knife,cuts,58
265384,265384,game,is,83
265458,265458,going,are,33
265460,265460,is,eye,105
265514,265514,monkey,is,410
